"Port","Commodity","Region","Mode","State","trade_type","Tons_2019","Value_2019","Tons_2021","Value_2021","Tons_2022","Value_2022"
"Charleston","47 Wood Pulp Etc; Recovd (waste & Scrap) ppr & pprbd","Europe",3,"SC","Import",0.520173831569665,2.716736,0.165453262786596,1.460193,0,0.046899
"Charleston","47 Wood Pulp Etc; Recovd (waste & Scrap) ppr & pprbd","North America",3,"SC","Export",1.13003659611993,2.869124,0.86400958994709,2.498732,0.633165233686067,2.07597
"Charleston","47 Wood Pulp Etc; Recovd (waste & Scrap) ppr & pprbd","South/Central America",3,"SC","Export",8.48601091269841,55.197191,8.63147597001764,60.218437,7.55104783950617,59.254346
"Charleston","47 Wood Pulp Etc; Recovd (waste & Scrap) ppr & pprbd","South/Central America",3,"SC","Import",2.58559909611993,19.643219,10.819734457672,58.917213,0,72.147629
"Charleston","48 Paper & Paperboard & Articles (inc Papr Pulp Artl)","Africa",3,"SC","Export",3.02414473104056,22.885872,2.1941598324515,20.161319,2.49979464285714,23.747087
"Charleston","48 Paper & Paperboard & Articles (inc Papr Pulp Artl)","Africa",3,"SC","Import",0.0110726410934744,0.150957,0.0268891093474427,0.368261,0,0.49663
"Charleston","48 Paper & Paperboard & Articles (inc Papr Pulp Artl)","Asia",3,"SC","Export",20.2122074514991,134.676366,17.0197717151675,116.229444,24.2772899029982,150.741245
"Charleston","48 Paper & Paperboard & Articles (inc Papr Pulp Artl)","Asia",3,"SC","Import",6.12954144620811,115.150962,5.82259380511464,125.731233,0,179.052357
"Charleston","48 Paper & Paperboard & Articles (inc Papr Pulp Artl)","Australia and Oceania",3,"SC","Export",3.27581062610229,37.541262,2.99830037477954,36.807951,3.02778891093474,42.269967
"Charleston","48 Paper & Paperboard & Articles (inc Papr Pulp Artl)","Australia and Oceania",3,"SC","Import",0.00246318342151675,0.033391,5.89726631393298e-05,0.053376,0,0.226512
"Charleston","48 Paper & Paperboard & Articles (inc Papr Pulp Artl)","Europe",3,"SC","Export",22.1213798500882,183.034995,16.390860670194,148.434635,16.3839588844797,144.73732
"Charleston","48 Paper & Paperboard & Articles (inc Papr Pulp Artl)","Europe",3,"SC","Import",8.90403681657848,197.553623,10.2150337301587,224.357449,10.1913844797178,275.875839
"Charleston","48 Paper & Paperboard & Articles (inc Papr Pulp Artl)","Europe",4,"SC","Import",8.90403681657848,197.553623,NA,NA,10.1913844797178,275.875839
"Charleston","48 Paper & Paperboard & Articles (inc Papr Pulp Artl)","North America",3,"SC","Export",0.0464668209876543,0.375937,NA,NA,0.0131184964726631,0.106716
"Charleston","48 Paper & Paperboard & Articles (inc Papr Pulp Artl)","North America",3,"SC","Import",0.00209920634920635,0.039527,0.211375220458554,0.90134,NA,NA
"Charleston","48 Paper & Paperboard & Articles (inc Papr Pulp Artl)","South/Central America",3,"SC","Export",10.9470838844797,94.03034,7.80621913580247,69.0868,6.79907330246914,63.105288
"Charleston","48 Paper & Paperboard & Articles (inc Papr Pulp Artl)","South/Central America",3,"SC","Import",0.983453373015873,16.091779,1.11613966049383,16.849774,0,24.871804
"Charleston","48 Paper & Paperboard & Articles (inc Papr Pulp Artl)","South/Central America",4,"SC","Import",0.983453373015873,16.091779,NA,NA,1.4405233686067,0
"Charleston","49 Printed Books, Newspapers Etc; Manuscripts Etc","Africa",3,"SC","Export",0.0181904761904762,0.797321,0.0146581790123457,0.599337,0.014575176366843,0.655797
"Charleston","49 Printed Books, Newspapers Etc; Manuscripts Etc","Africa",3,"SC","Import",0.00139539241622575,0.068532,0.00060218253968254,0.053035,0,0.026964
"Charleston","49 Printed Books, Newspapers Etc; Manuscripts Etc","Asia",3,"SC","Export",0.0630122354497354,1.823996,0.0275454144620811,0.645537,0.0113861331569665,0.650183
"Charleston","49 Printed Books, Newspapers Etc; Manuscripts Etc","Asia",3,"SC","Import",0.733688051146384,24.358974,0.77192967372134,28.947713,0,36.159137
"Charleston","49 Printed Books, Newspapers Etc; Manuscripts Etc","Asia",4,"SC","Export",0.0630122354497354,1.823996,NA,NA,NA,NA
"Charleston","49 Printed Books, Newspapers Etc; Manuscripts Etc","Australia and Oceania",3,"SC","Export",0.0142772266313933,2.009524,0.0212425044091711,2.242114,0.0394424603174603,2.91299
"Charleston","49 Printed Books, Newspapers Etc; Manuscripts Etc","Australia and Oceania",3,"SC","Import",0.000924603174603175,0.092113,0.00474834656084656,0.372391,0,0.381865
"Charleston","49 Printed Books, Newspapers Etc; Manuscripts Etc","Europe",3,"SC","Export",0.035801917989418,2.139272,0.0321015211640212,3.436937,0.0138743386243386,1.099817
"Charleston","49 Printed Books, Newspapers Etc; Manuscripts Etc","Europe",3,"SC","Import",0.205919642857143,13.236181,0.221623897707231,16.976706,0,18.761579
"Charleston","49 Printed Books, Newspapers Etc; Manuscripts Etc","South/Central America",3,"SC","Export",0.0440503747795414,2.102425,0.0382933201058201,1.905638,0.00736364638447972,0.276893
"Charleston","49 Printed Books, Newspapers Etc; Manuscripts Etc","South/Central America",3,"SC","Import",0.000662477954144621,0.051129,NA,NA,0,0.003095
"Charleston","50 Silk, Including Yarns And Woven Fabric Thereof","Asia",3,"SC","Export",0.00518055555555556,0.652659,NA,NA,NA,NA
"Charleston","50 Silk, Including Yarns And Woven Fabric Thereof","Asia",3,"SC","Import",0.00197784391534392,0.789583,0.00144863315696649,1.332991,0,0.048499
"Charleston","50 Silk, Including Yarns And Woven Fabric Thereof","Europe",3,"SC","Import",2.02821869488536e-05,0.02123,NA,NA,0,0.025129
"Charleston","51 Wool & Animal Hair, Including Yarn & Woven Fabric","Africa",3,"SC","Export",0.000119488536155203,0.039559,0.00400914902998236,0.103012,0.00335074955908289,0.086093
"Charleston","51 Wool & Animal Hair, Including Yarn & Woven Fabric","Africa",3,"SC","Import",0.00725859788359788,1.13067,0.00394268077601411,0.763279,NA,NA
"Charleston","51 Wool & Animal Hair, Including Yarn & Woven Fabric","Asia",3,"SC","Export",0.0193824955908289,0.338415,0.00816644620811287,0.199341,0.00851973104056437,0.169459
"Charleston","51 Wool & Animal Hair, Including Yarn & Woven Fabric","Asia",3,"SC","Import",0.0092582671957672,0.455664,0.00335119047619048,0.238795,0,0.0613
"Charleston","51 Wool & Animal Hair, Including Yarn & Woven Fabric","Australia and Oceania",3,"SC","Import",0.060366512345679,4.997175,0.0470679012345679,3.074965,0,1.864241
"Charleston","51 Wool & Animal Hair, Including Yarn & Woven Fabric","Europe",3,"SC","Export",0.00936452821869489,0.313136,0.0102808641975309,0.293053,0.0063450176366843,0.160033
"Charleston","51 Wool & Animal Hair, Including Yarn & Woven Fabric","Europe",3,"SC","Import",0.127423390652557,6.310571,0.0609050925925926,3.470536,0,4.599666
"Charleston","51 Wool & Animal Hair, Including Yarn & Woven Fabric","Europe",4,"SC","Import",0.127423390652557,6.310571,NA,NA,0.0680659171075838,0
"Charleston","51 Wool & Animal Hair, Including Yarn & Woven Fabric","South/Central America",3,"SC","Export",0.00703350970017637,0.423967,0.00937092151675485,0.591124,0.0124688051146384,0.787623
"Charleston","51 Wool & Animal Hair, Including Yarn & Woven Fabric","South/Central America",3,"SC","Import",0.00281999559082892,0.494625,0.0143323412698413,1.046973,0,1.670431
"Charleston","52 Cotton, Including Yarn And Woven Fabric Thereof","Africa",3,"SC","Export",1.61562136243386,40.150714,1.00613844797178,23.678045,0.519707010582011,15.537062
"Charleston","52 Cotton, Including Yarn And Woven Fabric Thereof","Africa",3,"SC","Import",0.0169494047619048,0.982553,0.0383192239858907,2.35688,0,0.634269
"Charleston","52 Cotton, Including Yarn And Woven Fabric Thereof","Asia",3,"SC","Export",18.1682049162258,280.548683,13.1409046516755,224.795381,6.63449239417989,149.928683
"Charleston","52 Cotton, Including Yarn And Woven Fabric Thereof","Asia",3,"SC","Import",3.4370319664903,121.919204,4.15927204585538,152.312376,0,167.068377
"Charleston","52 Cotton, Including Yarn And Woven Fabric Thereof","Asia",4,"SC","Import",3.4370319664903,121.919204,NA,NA,3.71296847442681,0
"Charleston","52 Cotton, Including Yarn And Woven Fabric Thereof","Australia and Oceania",3,"SC","Export",0.0138554894179894,0.885139,0.00726763668430335,1.462666,0.00676267636684303,1.199221
"Charleston","52 Cotton, Including Yarn And Woven Fabric Thereof","Europe",3,"SC","Export",1.3230333994709,22.627313,1.74591093474427,32.157896,1.66534424603175,39.996334
"Charleston","52 Cotton, Including Yarn And Woven Fabric Thereof","Europe",3,"SC","Import",0.232400022045855,3.63638,0.094706569664903,4.725386,0,4.118437
"Charleston","52 Cotton, Including Yarn And Woven Fabric Thereof","North America",3,"SC","Export",0.0137194664902998,0.197994,0.0292940917107584,0.344156,0.00128185626102293,0.008373
"Charleston","52 Cotton, Including Yarn And Woven Fabric Thereof","South/Central America",3,"SC","Export",1.89666787918871,30.844186,1.30266391093474,21.892114,0.881848104056437,12.730448
"Charleston","52 Cotton, Including Yarn And Woven Fabric Thereof","South/Central America",3,"SC","Import",0.00797619047619048,0.174694,0.0252449294532628,0.470218,0,0.783509
"Charleston","53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab","Africa",3,"SC","Export",2.27072310405644e-05,0.005805,NA,NA,NA,NA
"Charleston","53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab","Asia",3,"SC","Export",0.00443529541446208,0.031415,0.00834082892416226,0.145161,0.000139219576719577,0.042654
"Charleston","53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab","Asia",3,"SC","Import",0.595333223104056,6.760587,0.845737985008818,11.595278,0,12.99614
"Charleston","53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab","Australia and Oceania",3,"SC","Export",6.28306878306878e-05,0.014733,0.000123897707231041,0.008731,4.92724867724868e-05,0.013633
"Charleston","53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab","Europe",3,"SC","Export",0.0042473544973545,0.053194,0.00103097442680776,0.0317,0.00264726631393298,0.137829
"Charleston","53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab","Europe",3,"SC","Import",0.00602480158730159,0.503808,0.0517465828924162,2.668174,0,2.883328
"Charleston","53 Veg Text Fib Nesoi; Veg Fib & Paper Yns & Wov Fab","South/Central America",3,"SC","Export",0.0490718694885362,1.057176,0.00502865961199295,0.090926,5e-04,0.009
"Charleston","54 Manmade Filaments, Including Yarns & Woven Fabrics","Africa",3,"SC","Export",0.0546671075837743,1.347112,0.0214492945326279,0.632838,0.0116952160493827,0.273378
"Charleston","54 Manmade Filaments, Including Yarns & Woven Fabrics","Africa",3,"SC","Import",9.47971781305115e-06,0.000688,7.06569664902998e-05,0.008834,NA,NA
"Charleston","54 Manmade Filaments, Including Yarns & Woven Fabrics","Asia",3,"SC","Export",3.52820667989418,116.537468,3.57791247795414,128.136992,3.13001223544974,122.620999
"Charleston","54 Manmade Filaments, Including Yarns & Woven Fabrics","Asia",3,"SC","Import",14.1783813932981,269.714752,15.5633794091711,296.924532,14.8988452380952,326.798212
"Charleston","54 Manmade Filaments, Including Yarns & Woven Fabrics","Asia",4,"SC","Import",14.1783813932981,269.714752,NA,NA,14.8988452380952,326.798212
"Charleston","54 Manmade Filaments, Including Yarns & Woven Fabrics","Australia and Oceania",3,"SC","Export",0.319298611111111,13.803966,0.43086717372134,16.905085,0.254044863315697,12.008122
"Charleston","54 Manmade Filaments, Including Yarns & Woven Fabrics","Europe",3,"SC","Export",2.09598126102293,88.823831,0.935911485890653,41.929532,0.850843143738977,39.660195
"Charleston","54 Manmade Filaments, Including Yarns & Woven Fabrics","Europe",3,"SC","Import",2.52082881393298,140.607456,1.49396340388007,93.04147,0,113.081511
"Charleston","54 Manmade Filaments, Including Yarns & Woven Fabrics","Europe",4,"SC","Export",2.09598126102293,88.823831,NA,NA,NA,NA
"Charleston","54 Manmade Filaments, Including Yarns & Woven Fabrics","North America",3,"SC","Export",0.00814902998236332,0.135581,NA,NA,NA,NA
"Charleston","54 Manmade Filaments, Including Yarns & Woven Fabrics","South/Central America",3,"SC","Export",0.348450066137566,12.321974,0.489367504409171,19.440218,0.264433531746032,13.253148
"Charleston","54 Manmade Filaments, Including Yarns & Woven Fabrics","South/Central America",3,"SC","Import",0.299494157848325,6.996662,0.129893628747795,3.610615,0,3.091851
"Charleston","54 Manmade Filaments, Including Yarns & Woven Fabrics","South/Central America",4,"SC","Export",0.348450066137566,12.321974,NA,NA,NA,NA
"Charleston","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics","Africa",3,"SC","Export",0.880734237213404,35.005312,0.947214065255732,37.817937,0.719601851851852,27.748264
"Charleston","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics","Africa",3,"SC","Import",0.0632322530864197,0.594367,0.449667217813051,3.625797,0,2.113354
"Charleston","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics","Asia",3,"SC","Export",6.25118474426808,205.91356,5.81529100529101,198.015134,6.28970249118166,231.339054
"Charleston","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics","Asia",3,"SC","Import",20.5218593474427,324.644755,24.5692759038801,378.881295,0,433.238024
"Charleston","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics","Asia",4,"SC","Import",20.5218593474427,324.644755,NA,NA,24.7604755291005,0
"Charleston","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics","Australia and Oceania",3,"SC","Export",0.00722431657848325,0.855667,0.00666214726631393,1.015663,0.00928990299823633,1.026099
"Charleston","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics","Europe",3,"SC","Export",7.37222718253968,252.176287,5.36602414021164,147.283047,3.26002998236332,109.898044
"Charleston","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics","Europe",3,"SC","Import",2.54184104938272,111.122429,2.50571638007055,99.332692,0,122.275004
"Charleston","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics","Europe",4,"SC","Import",2.54184104938272,111.122429,NA,NA,2.74544808201058,0
"Charleston","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics","North America",3,"SC","Export",0.51157705026455,14.768091,0.430324184303351,5.465672,0.194819554673721,4.00374
"Charleston","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics","North America",3,"SC","Import",0.13420811287478,1.842653,NA,NA,0,0.036953
"Charleston","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics","South/Central America",3,"SC","Export",0.974724537037037,33.75345,1.02560251322751,24.602276,0.618605930335097,19.088825
"Charleston","55 Manmade Staple Fibers, Incl Yarns & Woven Fabrics","South/Central America",3,"SC","Import",0.0663611111111111,1.687785,0.0996437389770723,1.9205,0,3.096993
"Charleston","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.","Africa",3,"SC","Export",0.0234340828924162,0.77614,0.0078126102292769,0.314899,0.0204638447971781,0.855925
"Charleston","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.","Africa",3,"SC","Import",0.00858311287477954,0.192201,0.00826300705467372,0.077489,0,0.065711
"Charleston","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.","Asia",3,"SC","Export",0.825898478835979,31.013811,0.559450947971781,27.536411,0.373330798059965,19.564809
"Charleston","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.","Asia",3,"SC","Import",4.52938205467372,118.149281,7.12366060405644,182.789707,4.80164891975309,128.851837
"Charleston","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.","Australia and Oceania",3,"SC","Export",0.094283950617284,3.849423,0.155788580246914,6.220437,0.152836089065256,4.859515
"Charleston","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.","Australia and Oceania",3,"SC","Import",0.0077227733686067,0.095613,0.00470293209876543,0.213673,0,1.128934
"Charleston","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.","Europe",3,"SC","Export",0.446502204585538,20.564825,0.604571979717813,29.289613,0.458470017636684,25.150246
"Charleston","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.","Europe",3,"SC","Import",2.22245458553792,123.0446,2.58722266313933,126.770138,2.01216589506173,119.947283
"Charleston","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.","South/Central America",3,"SC","Export",0.541470679012346,50.332505,0.619664021164021,22.148742,0.190761684303351,8.413395
"Charleston","56 Wadding, Felt Etc; Sp Yarn; Twine, Ropes Etc.","South/Central America",3,"SC","Import",0.0517220017636684,1.120567,0.057204475308642,0.847037,0,1.715072
"Charleston","57 Carpets And Other Textile Floor Coverings","Africa",3,"SC","Export",0.0113680555555556,0.559438,0.000440917107583774,0.006,0.00181613756613757,0.19087
"Charleston","57 Carpets And Other Textile Floor Coverings","Africa",3,"SC","Import",0.316690586419753,9.837945,0.435216931216931,13.483935,0,9.723989
"Charleston","57 Carpets And Other Textile Floor Coverings","Asia",3,"SC","Export",0.0822720458553792,6.694959,0.0437819664902998,3.817659,0.0486832010582011,2.931063
"Charleston","57 Carpets And Other Textile Floor Coverings","Asia",3,"SC","Import",1.63474470899471,70.161354,3.03940961199295,112.955158,0,94.529582
"Charleston","57 Carpets And Other Textile Floor Coverings","Asia",4,"SC","Export",0.0822720458553792,6.694959,NA,NA,NA,NA
"Charleston","57 Carpets And Other Textile Floor Coverings","Australia and Oceania",3,"SC","Export",0.639791005291005,26.599439,0.335247795414462,15.186961,0.294368386243386,14.742747
"Charleston","57 Carpets And Other Textile Floor Coverings","Australia and Oceania",3,"SC","Import",0.163101851851852,6.831119,0.184560515873016,8.852465,0,7.592058
"Charleston","57 Carpets And Other Textile Floor Coverings","Europe",3,"SC","Export",0.0568670634920635,4.123893,0.0512905643738977,3.229784,0.0976457231040564,5.263449
"Charleston","57 Carpets And Other Textile Floor Coverings","Europe",3,"SC","Import",2.37960725308642,69.763989,1.96304574514991,59.797463,0.989585097001764,37.633386
"Charleston","57 Carpets And Other Textile Floor Coverings","Europe",4,"SC","Import",2.37960725308642,69.763989,NA,NA,0.989585097001764,37.633386
"Charleston","57 Carpets And Other Textile Floor Coverings","South/Central America",3,"SC","Export",0.202394510582011,9.471394,0.0844462081128748,3.213062,0.0419347442680776,2.131279
"Charleston","58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc","Africa",3,"SC","Export",4.93827160493827e-05,0.042862,0.00300077160493827,0.043141,0.00489891975308642,0.150248
"Charleston","58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc","Africa",3,"SC","Import",0.00157804232804233,0.052019,0.0288063271604938,0.704387,0,1.061447
"Charleston","58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc","Africa",4,"SC","Import",0.00157804232804233,0.052019,NA,NA,0.0442002865961199,0
"Charleston","58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc","Asia",3,"SC","Export",0.0229904100529101,2.210169,0.0338986992945326,6.346971,0.0110525793650794,2.360808
"Charleston","58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc","Asia",3,"SC","Import",0.636119708994709,40.09786,0.935441027336861,51.72803,0,64.036723
"Charleston","58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc","Asia",4,"SC","Import",0.636119708994709,40.09786,NA,NA,1.18692658730159,0
"Charleston","58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc","Australia and Oceania",3,"SC","Export",0.000744598765432099,0.135363,0.000860780423280423,0.132404,0.00139219576719577,0.253301
"Charleston","58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc","Europe",3,"SC","Export",0.0118808421516755,2.678475,0.0243790784832452,1.850702,0.00688888888888889,0.968801
"Charleston","58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc","Europe",3,"SC","Import",0.101302138447972,12.195958,0.120888007054674,11.896035,0,6.881658
"Charleston","58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc","North America",3,"SC","Export",0.00117504409171076,0.010882,NA,NA,NA,NA
"Charleston","58 Spec Wov Fabrics; Tufted Fab; Lace; Tapestries Etc","South/Central America",3,"SC","Export",0.0203307980599647,0.697437,0.00755731922398589,0.393246,0.00459391534391534,0.149784
"Charleston","59 Impregnated Etc Text Fabrics; Tex Art For Industry","Africa",3,"SC","Export",0.0278029100529101,2.223622,0.0136382275132275,0.450014,0.00640509259259259,0.885782
"Charleston","59 Impregnated Etc Text Fabrics; Tex Art For Industry","Africa",3,"SC","Import",0.00228119488536155,0.093108,0.00919940476190476,0.421701,0,0.445237
"Charleston","59 Impregnated Etc Text Fabrics; Tex Art For Industry","Asia",3,"SC","Export",0.522183972663139,23.611621,0.350021274250441,20.820511,0.19013921957672,14.596179
"Charleston","59 Impregnated Etc Text Fabrics; Tex Art For Industry","Asia",3,"SC","Import",2.60777182539683,79.921444,2.93864682539683,95.847279,0,109.974925
"Charleston","59 Impregnated Etc Text Fabrics; Tex Art For Industry","Australia and Oceania",3,"SC","Export",0.0456506834215168,4.271465,0.0357728174603175,4.32908,0.0467858245149912,4.896496
"Charleston","59 Impregnated Etc Text Fabrics; Tex Art For Industry","Australia and Oceania",3,"SC","Import",0.115590718694885,9.165391,0.0963753306878307,7.032448,0,10.342119
"Charleston","59 Impregnated Etc Text Fabrics; Tex Art For Industry","Europe",3,"SC","Export",0.287644731040564,15.812795,0.485031856261023,22.776245,0.217157407407407,17.131486
"Charleston","59 Impregnated Etc Text Fabrics; Tex Art For Industry","Europe",3,"SC","Import",0.538329695767196,58.770209,0.51836541005291,67.022555,0,84.574887
"Charleston","59 Impregnated Etc Text Fabrics; Tex Art For Industry","Europe",4,"SC","Import",0.538329695767196,58.770209,NA,NA,0.617847773368607,0
"Charleston","59 Impregnated Etc Text Fabrics; Tex Art For Industry","North America",3,"SC","Export",0.00243121693121693,0.061131,0.000213183421516755,0.023604,0.00263007054673721,0.034646
"Charleston","59 Impregnated Etc Text Fabrics; Tex Art For Industry","North America",3,"SC","Import",0.0008125,0.053866,0.00062852733686067,0.041509,NA,NA
"Charleston","59 Impregnated Etc Text Fabrics; Tex Art For Industry","South/Central America",3,"SC","Export",0.389116953262787,20.580967,0.249867394179894,17.25592,0.155090828924162,12.05115
"Charleston","59 Impregnated Etc Text Fabrics; Tex Art For Industry","South/Central America",3,"SC","Import",0.139151785714286,8.124636,0.296653108465608,11.634258,0,11.119737
"Charleston","60 Knitted Or Crocheted Fabrics","Africa",3,"SC","Export",0.0508626543209877,1.155426,0.00213348765432099,0.159174,0.00391479276895944,0.420693
"Charleston","60 Knitted Or Crocheted Fabrics","Asia",3,"SC","Export",0.0652334656084656,8.84223,0.0521752645502645,4.933887,0.0307606922398589,3.761251
"Charleston","60 Knitted Or Crocheted Fabrics","Asia",3,"SC","Import",0.579276675485009,24.028346,0.805271274250441,35.390822,0,33.236594
"Charleston","60 Knitted Or Crocheted Fabrics","Asia",4,"SC","Import",0.579276675485009,24.028346,NA,NA,0.749580798059965,0
"Charleston","60 Knitted Or Crocheted Fabrics","Australia and Oceania",3,"SC","Export",0.00780412257495591,1.99536,0.0052960758377425,0.553429,0.00355026455026455,0.334844
"Charleston","60 Knitted Or Crocheted Fabrics","Australia and Oceania",3,"SC","Import",0.00235670194003527,0.38876,0.00216137566137566,0.359054,0,1.624444
"Charleston","60 Knitted Or Crocheted Fabrics","Europe",3,"SC","Export",0.104858134920635,9.397889,0.11738139329806,10.993892,0.0256628086419753,3.696396
"Charleston","60 Knitted Or Crocheted Fabrics","Europe",3,"SC","Import",0.134268408289242,7.775629,0.146173390652557,11.043654,0,11.546212
"Charleston","60 Knitted Or Crocheted Fabrics","South/Central America",3,"SC","Export",0.0583650793650794,1.742388,0.040353835978836,1.53084,0.0189123677248677,0.653209
"Charleston","60 Knitted Or Crocheted Fabrics","South/Central America",3,"SC","Import",0.0113332231040564,0.664788,0.00651223544973545,0.324542,0,0.14917
"Charleston","61 Apparel Articles And Accessories, Knit Or Crochet","Africa",3,"SC","Export",0.00270227072310406,0.245597,0.0332037037037037,7.919774,0.00400595238095238,0.400712
"Charleston","61 Apparel Articles And Accessories, Knit Or Crochet","Africa",3,"SC","Import",1.07175440917108,155.829342,1.26906128747795,185.590781,0,211.312551
"Charleston","61 Apparel Articles And Accessories, Knit Or Crochet","Asia",3,"SC","Export",0.0307513227513228,5.332664,0.0236590608465608,4.262689,0.0132492283950617,2.574789
"Charleston","61 Apparel Articles And Accessories, Knit Or Crochet","Asia",3,"SC","Import",8.45348908730159,1002.142597,8.04540542328042,923.23368,9.85413888888889,1440.659095
"Charleston","61 Apparel Articles And Accessories, Knit Or Crochet","Asia",4,"SC","Import",8.45348908730159,1002.142597,8.04540542328042,923.23368,9.85413888888889,1440.659095
"Charleston","61 Apparel Articles And Accessories, Knit Or Crochet","Australia and Oceania",3,"SC","Export",0.117129409171076,12.080856,0.11748258377425,10.326802,0.0895992063492063,7.958689
"Charleston","61 Apparel Articles And Accessories, Knit Or Crochet","Australia and Oceania",3,"SC","Import",2.62345679012346e-05,0.00865,5.30202821869489e-05,0.003331,NA,NA
"Charleston","61 Apparel Articles And Accessories, Knit Or Crochet","Europe",3,"SC","Export",0.0400839947089947,9.892829,0.0349540343915344,6.651473,0.0354823633156967,6.992538
"Charleston","61 Apparel Articles And Accessories, Knit Or Crochet","Europe",3,"SC","Import",0.0718827160493827,18.606711,0.094757385361552,19.912187,0,32.202443
"Charleston","61 Apparel Articles And Accessories, Knit Or Crochet","Europe",4,"SC","Import",0.0718827160493827,18.606711,NA,NA,0.114593915343915,0
"Charleston","61 Apparel Articles And Accessories, Knit Or Crochet","North America",3,"SC","Import",6.47045855379189e-05,0.009997,NA,NA,0,0.000408
"Charleston","61 Apparel Articles And Accessories, Knit Or Crochet","South/Central America",3,"SC","Export",0.0560380291005291,7.207984,0.042102733686067,3.460677,0.0169764109347443,1.276786
"Charleston","61 Apparel Articles And Accessories, Knit Or Crochet","South/Central America",3,"SC","Import",0.0335931437389771,7.140908,0.155773037918871,25.777974,0,62.207777
"Charleston","62 Apparel Articles And Accessories, Not Knit Etc.","Africa",3,"SC","Export",0.000963183421516755,0.183688,0.00896483686067019,2.594781,0.00115542328042328,0.065452
"Charleston","62 Apparel Articles And Accessories, Not Knit Etc.","Africa",3,"SC","Import",1.26727645502646,172.029697,1.11325606261023,140.626408,0,129.909048
"Charleston","62 Apparel Articles And Accessories, Not Knit Etc.","Asia",3,"SC","Export",0.00410901675485009,0.244777,0.013587962962963,1.429634,0.00223335537918871,1.100108
"Charleston","62 Apparel Articles And Accessories, Not Knit Etc.","Asia",3,"SC","Import",3.52230731922399,545.572716,3.05165575396825,386.519326,4.36219620811288,713.219589
"Charleston","62 Apparel Articles And Accessories, Not Knit Etc.","Australia and Oceania",3,"SC","Export",0.00158013668430335,0.424453,0.024423721340388,2.079089,0.00368110670194004,0.881226
"Charleston","62 Apparel Articles And Accessories, Not Knit Etc.","Australia and Oceania",3,"SC","Import",1.7636684303351e-06,0.002834,7.49559082892416e-06,0.001279,0,0.000495
"Charleston","62 Apparel Articles And Accessories, Not Knit Etc.","Australia and Oceania",4,"SC","Export",0.00158013668430335,0.424453,NA,NA,NA,NA
"Charleston","62 Apparel Articles And Accessories, Not Knit Etc.","Europe",3,"SC","Export",0.0165912698412698,5.49755,0.0126710758377425,5.216136,0.0127364417989418,2.287579
"Charleston","62 Apparel Articles And Accessories, Not Knit Etc.","Europe",3,"SC","Import",0.028294532627866,5.586235,0.0348561507936508,6.716325,0,8.177608
"Charleston","62 Apparel Articles And Accessories, Not Knit Etc.","Europe",4,"SC","Export",0.0165912698412698,5.49755,NA,NA,NA,NA
"Charleston","62 Apparel Articles And Accessories, Not Knit Etc.","Europe",4,"SC","Import",0.028294532627866,5.586235,NA,NA,0.0291478174603175,0
