"Port","Commodity","Region","Year","Mode","State","trade_type","Tons_2022","Value_2022"
"Alexandria","29 Organic Chemicals","North America",2022,4,"VA","Export",1.08024691358025e-05,0.004162
"Alexandria","30 Pharmaceutical Products","North America",2022,4,"VA","Export",1.04717813051146e-05,0.013145
"Alexandria","71 Nat Etc Pearls, Prec Etc Stones, Pr Met Etc; Coin","North America",2022,4,"VA","Export",1.10229276895944e-07,0.092682
"Alexandria","84 Nuclear Reactors, Boilers, Machinery Etc.; Parts","North America",2022,4,"VA","Export",0.000522486772486773,0.591664
"Alexandria","84 Nuclear Reactors, Boilers, Machinery Etc.; Parts","South/Central America",2022,3,"VA","Export",0.000268849206349206,0.028872
"Alexandria","85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts","North America",2022,3,"VA","Export",0.000161155202821869,0.046034
"Alexandria","85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts","North America",2022,4,"VA","Export",0.000161155202821869,0.046034
"Alexandria","85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts","South/Central America",2022,3,"VA","Export",0.000142636684303351,0.013417
"Alexandria","87 Vehicles, Except Railway Or Tramway, And Parts Etc","South/Central America",2022,3,"VA","Export",0.000214175485008818,0.016
"Alexandria","88 Aircraft, Spacecraft, And Parts Thereof","North America",2022,4,"VA","Export",5.73192239858907e-06,0.008801
"Amarillo","34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","North America",2022,4,"TX","Export",2.64550264550265e-06,0.00331
"Amarillo","73 Articles Of Iron Or Steel","North America",2022,4,"TX","Export",4.96031746031746e-06,0.035769
"Amarillo","85 Electric Machinery Etc; Sound Equip; Tv Equip; Pts","North America",2022,4,"TX","Export",3.84700176366843e-05,0.010886
"Amarillo","86 Railway Or Tramway Stock Etc; Traffic Signal Equip","North America",2022,4,"TX","Export",1.81878306878307e-05,0.016796
"Amarillo","90 Optic, Photo Etc, Medic Or Surgical Instrments Etc","North America",2022,4,"TX","Export",1.65343915343915e-06,0.010129
"Amarillo","90 Optic, Photo Etc, Medic Or Surgical Instrments Etc","South/Central America",2022,4,"TX","Export",8.45458553791887e-05,0.114732
"Atlanta","01 Live Animals","Africa",2022,4,"GA","Export",0.00119499559082892,2.931946
"Atlanta","01 Live Animals","Asia",2022,4,"GA","Export",0.0347453703703704,69.326279
"Atlanta","01 Live Animals","Europe",2022,4,"GA","Export",0.00355235890652557,2.050379
"Atlanta","01 Live Animals","North America",2022,4,"GA","Export",0.00153714726631393,3.050487
"Atlanta","01 Live Animals","South/Central America",2022,4,"GA","Export",0.000153108465608466,0.215218
"Atlanta","02 Meat And Edible Meat Offal","Europe",2022,4,"GA","Export",0.0012498897707231,0.071593
"Atlanta","03 Fish, Crustaceans & Aquatic Invertebrates","Asia",2022,4,"GA","Export",0.00168298059964727,0.028275
"Atlanta","03 Fish, Crustaceans & Aquatic Invertebrates","Europe",2022,4,"GA","Export",0.00065950176366843,0.030175
"Atlanta","04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","Asia",2022,4,"GA","Export",0.00940343915343915,1.566756
"Atlanta","04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","Australia and Oceania",2022,4,"GA","Export",0.000278439153439153,0.403224
"Atlanta","04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","Europe",2022,4,"GA","Export",0.0247719356261023,12.690776
"Atlanta","04 Dairy Prods; Birds Eggs; Honey; Ed Animal Pr Nesoi","South/Central America",2022,4,"GA","Export",0.00346593915343915,0.419404
"Atlanta","05 Products Of Animal Origin, Nesoi","Africa",2022,4,"GA","Export",1.88492063492063e-05,0.090492
"Atlanta","05 Products Of Animal Origin, Nesoi","Asia",2022,4,"GA","Export",0.000720789241622575,0.637293
"Atlanta","05 Products Of Animal Origin, Nesoi","Europe",2022,4,"GA","Export",0.00353450176366843,3.584859
"Atlanta","05 Products Of Animal Origin, Nesoi","South/Central America",2022,4,"GA","Export",0.00175606261022928,0.194478
"Atlanta","06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.","Africa",2022,4,"GA","Export",0.000169091710758377,0.035027
"Atlanta","06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.","Asia",2022,4,"GA","Export",0.00386992945326279,0.592012
"Atlanta","06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.","Europe",2022,4,"GA","Export",0.000486000881834215,0.130357
"Atlanta","06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.","North America",2022,4,"GA","Export",8.99470899470899e-05,0.016884
"Atlanta","06 Live Trees, Plants, Bulbs Etc.; Cut Flowers Etc.","South/Central America",2022,4,"GA","Export",1.62037037037037e-05,0.002722
"Atlanta","07 Edible Vegetables & Certain Roots & Tubers","Africa",2022,4,"GA","Export",0.000391203703703704,0.027057
"Atlanta","07 Edible Vegetables & Certain Roots & Tubers","Asia",2022,4,"GA","Export",0.00085218253968254,0.016565
"Atlanta","07 Edible Vegetables & Certain Roots & Tubers","Europe",2022,4,"GA","Export",0.00687610229276896,0.146903
"Atlanta","07 Edible Vegetables & Certain Roots & Tubers","South/Central America",2022,4,"GA","Export",0.0069239417989418,0.182998
"Atlanta","09 Coffee, Tea, Mate & Spices","Africa",2022,4,"GA","Export",0.000375881834215168,0.009386
"Atlanta","09 Coffee, Tea, Mate & Spices","Asia",2022,4,"GA","Export",0.00383928571428571,0.539518
"Atlanta","09 Coffee, Tea, Mate & Spices","Europe",2022,4,"GA","Export",0.00813337742504409,0.569639
"Atlanta","09 Coffee, Tea, Mate & Spices","South/Central America",2022,4,"GA","Export",0.000771164021164021,0.055364
"Atlanta","11 Milling Products; Malt; Starch; Inulin; Wht Gluten","Asia",2022,4,"GA","Export",0.000861992945326279,0.023892
"Atlanta","11 Milling Products; Malt; Starch; Inulin; Wht Gluten","Europe",2022,4,"GA","Export",0.00339484126984127,0.06101
"Atlanta","12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","Africa",2022,4,"GA","Export",3.9021164021164e-05,0.058294
"Atlanta","12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","Asia",2022,4,"GA","Export",0.00521770282186949,4.401358
"Atlanta","12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","Europe",2022,4,"GA","Export",0.00283366402116402,2.062041
"Atlanta","12 Oil Seeds Etc.; Misc Grain, Seed, Fruit, Plant Etc","South/Central America",2022,4,"GA","Export",0.00406635802469136,3.970029
"Atlanta","13 Lac; Gums, Resins & Other Vegetable Sap & Extract","Africa",2022,4,"GA","Export",5.53350970017637e-05,0.017251
"Atlanta","13 Lac; Gums, Resins & Other Vegetable Sap & Extract","Asia",2022,4,"GA","Export",0.00712290564373898,1.37988
"Atlanta","13 Lac; Gums, Resins & Other Vegetable Sap & Extract","Australia and Oceania",2022,4,"GA","Export",4.55246913580247e-05,0.018874
"Atlanta","13 Lac; Gums, Resins & Other Vegetable Sap & Extract","Europe",2022,4,"GA","Export",0.00814153439153439,1.926168
"Atlanta","13 Lac; Gums, Resins & Other Vegetable Sap & Extract","South/Central America",2022,4,"GA","Export",0.00114109347442681,0.498127
"Atlanta","14 Vegetable Plaiting Materials & Products Nesoi","Asia",2022,4,"GA","Export",0.000338183421516755,0.005278
"Atlanta","14 Vegetable Plaiting Materials & Products Nesoi","Europe",2022,4,"GA","Export",0.000250661375661376,0.067909
"Atlanta","15 Animal, Vegetable Or Microbial Fats And Oils Etc","Africa",2022,4,"GA","Export",1.1794532627866e-05,0.007327
"Atlanta","15 Animal, Vegetable Or Microbial Fats And Oils Etc","Asia",2022,4,"GA","Export",0.0102702821869489,1.221449
"Atlanta","15 Animal, Vegetable Or Microbial Fats And Oils Etc","Europe",2022,4,"GA","Export",0.00668705908289242,0.329039
"Atlanta","15 Animal, Vegetable Or Microbial Fats And Oils Etc","South/Central America",2022,4,"GA","Export",1.66446208112875e-05,0.005771
"Atlanta","16 Prep Of Meat,of Fish,of Crustaceans Etc,of Insects","Europe",2022,4,"GA","Export",0.000591049382716049,0.021806
"Atlanta","16 Prep Of Meat,of Fish,of Crustaceans Etc,of Insects","South/Central America",2022,4,"GA","Export",0.000364197530864198,0.012936
"Atlanta","17 Sugars And Sugar Confectionary","Asia",2022,4,"GA","Export",0.00407760141093474,0.118438
"Atlanta","17 Sugars And Sugar Confectionary","Europe",2022,4,"GA","Export",0.00719168871252205,0.109787
"Atlanta","17 Sugars And Sugar Confectionary","South/Central America",2022,4,"GA","Export",0.000680224867724868,0.021577
"Atlanta","18 Cocoa And Cocoa Preparations","Africa",2022,4,"GA","Export",0.000138668430335097,0.004615
"Atlanta","18 Cocoa And Cocoa Preparations","Asia",2022,4,"GA","Export",0.00590068342151675,0.280878
"Atlanta","18 Cocoa And Cocoa Preparations","Europe",2022,4,"GA","Export",0.000483796296296296,0.029449
"Atlanta","18 Cocoa And Cocoa Preparations","South/Central America",2022,4,"GA","Export",0.00150055114638448,0.048737
"Atlanta","19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares","Africa",2022,4,"GA","Export",0.000101521164021164,0.006148
"Atlanta","19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares","Asia",2022,4,"GA","Export",0.0129404761904762,0.767217
"Atlanta","19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares","Europe",2022,4,"GA","Export",0.00934611992945326,0.432381
"Atlanta","19 Prep Cereal, Flour, Starch Or Milk; Bakers Wares","South/Central America",2022,4,"GA","Export",0.000355489417989418,0.025591
"Atlanta","20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Asia",2022,4,"GA","Export",0.00934832451499118,0.074023
"Atlanta","20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","Europe",2022,4,"GA","Export",0.00550782627865961,0.038954
"Atlanta","20 Prep Vegetables, Fruit, Nuts Or Other Plant Parts","South/Central America",2022,4,"GA","Export",0.00103571428571429,0.024061
"Atlanta","21 Miscellaneous Edible Preparations","Africa",2022,4,"GA","Export",0.00447222222222222,0.347054
"Atlanta","21 Miscellaneous Edible Preparations","Asia",2022,4,"GA","Export",0.0610470679012346,13.113289
"Atlanta","21 Miscellaneous Edible Preparations","Australia and Oceania",2022,4,"GA","Export",0.000987985008818342,0.432431
"Atlanta","21 Miscellaneous Edible Preparations","Europe",2022,4,"GA","Export",0.0403317901234568,5.959124
"Atlanta","21 Miscellaneous Edible Preparations","North America",2022,4,"GA","Export",3.49426807760141e-05,0.02056
"Atlanta","21 Miscellaneous Edible Preparations","South/Central America",2022,4,"GA","Export",0.00581415343915344,0.901447
"Atlanta","22 Beverages, Spirits And Vinegar","Africa",2022,4,"GA","Export",0.00706018518518518,0.108792
"Atlanta","22 Beverages, Spirits And Vinegar","Asia",2022,4,"GA","Export",0.0141559744268078,0.83769
"Atlanta","22 Beverages, Spirits And Vinegar","Europe",2022,4,"GA","Export",0.0484666005291005,1.841967
"Atlanta","22 Beverages, Spirits And Vinegar","South/Central America",2022,4,"GA","Export",0.000338734567901235,0.00492
"Atlanta","23 Food Industry Residues & Waste; Prep Animal Feed","Africa",2022,4,"GA","Export",0.0227660934744268,0.40758
"Atlanta","23 Food Industry Residues & Waste; Prep Animal Feed","Asia",2022,4,"GA","Export",0.0713700396825397,4.910863
"Atlanta","23 Food Industry Residues & Waste; Prep Animal Feed","Europe",2022,4,"GA","Export",0.113871362433862,7.981354
"Atlanta","23 Food Industry Residues & Waste; Prep Animal Feed","South/Central America",2022,4,"GA","Export",0.00595205026455026,0.441428
"Atlanta","24 Tobacco & Subs;prod For Inhal W/o Combust;nic Prod","Africa",2022,4,"GA","Export",7.08774250440917e-05,0.022659
"Atlanta","24 Tobacco & Subs;prod For Inhal W/o Combust;nic Prod","Asia",2022,4,"GA","Export",0.0142250881834215,1.487648
"Atlanta","24 Tobacco & Subs;prod For Inhal W/o Combust;nic Prod","Australia and Oceania",2022,4,"GA","Export",2.79982363315697e-05,0.014038
"Atlanta","24 Tobacco & Subs;prod For Inhal W/o Combust;nic Prod","Europe",2022,4,"GA","Export",0.00513414902998236,2.110897
"Atlanta","25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster","Africa",2022,4,"GA","Export",0.00740167548500882,0.094116
"Atlanta","25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster","Asia",2022,4,"GA","Export",0.11806746031746,0.969233
"Atlanta","25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster","Australia and Oceania",2022,4,"GA","Export",3.41710758377425e-06,0.009971
"Atlanta","25 Salt; Sulfur; Earth & Stone; Lime & Cement Plaster","Europe",2022,4,"GA","Export",0.115585097001764,1.394609
"Atlanta","26 Ores, Slag And Ash","Africa",2022,4,"GA","Export",0.00445238095238095,0.013063
"Atlanta","26 Ores, Slag And Ash","Asia",2022,4,"GA","Export",0.000212742504409171,0.045243
"Atlanta","26 Ores, Slag And Ash","Australia and Oceania",2022,4,"GA","Export",0.00315520282186949,0.075
"Atlanta","26 Ores, Slag And Ash","Europe",2022,4,"GA","Export",0.000433201058201058,0.015501
"Atlanta","27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax","Africa",2022,4,"GA","Export",0.00407109788359788,0.108683
"Atlanta","27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax","Asia",2022,4,"GA","Export",0.017845348324515,0.394506
"Atlanta","27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax","Australia and Oceania",2022,4,"GA","Export",0.000975859788359788,0.079237
"Atlanta","27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax","Europe",2022,4,"GA","Export",0.0154074074074074,0.396463
"Atlanta","27 Mineral Fuel, Oil Etc.; Bitumin Subst; Mineral Wax","South/Central America",2022,4,"GA","Export",0.00913249559082892,0.109564
"Atlanta","28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd","Africa",2022,4,"GA","Export",0.000986331569664903,0.086591
"Atlanta","28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd","Asia",2022,4,"GA","Export",0.234224977954145,40.571182
"Atlanta","28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd","Australia and Oceania",2022,4,"GA","Export",0.000601851851851852,0.185817
"Atlanta","28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd","Europe",2022,4,"GA","Export",0.463228505291005,114.393266
"Atlanta","28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd","North America",2022,4,"GA","Export",0.000887896825396825,0.021848
"Atlanta","28 Inorg Chem; Prec & Rare-earth Met & Radioact Compd","South/Central America",2022,4,"GA","Export",0.0041793430335097,0.57227
"Atlanta","29 Organic Chemicals","Africa",2022,4,"GA","Export",0.00373247354497355,1.27421
"Atlanta","29 Organic Chemicals","Asia",2022,4,"GA","Export",0.372640432098765,98.851942
"Atlanta","29 Organic Chemicals","Australia and Oceania",2022,4,"GA","Export",0.00118650793650794,3.626589
"Atlanta","29 Organic Chemicals","Europe",2022,4,"GA","Export",0.316685846560847,134.372069
"Atlanta","29 Organic Chemicals","North America",2022,4,"GA","Export",0.000232142857142857,0.235104
"Atlanta","29 Organic Chemicals","South/Central America",2022,4,"GA","Export",0.0179616402116402,3.38601
"Atlanta","30 Pharmaceutical Products","Africa",2022,4,"GA","Export",0.0155569885361552,71.692955
"Atlanta","30 Pharmaceutical Products","Asia",2022,4,"GA","Export",0.190037037037037,1748.128779
"Atlanta","30 Pharmaceutical Products","Australia and Oceania",2022,4,"GA","Export",0.0090326278659612,43.915308
"Atlanta","30 Pharmaceutical Products","Europe",2022,4,"GA","Export",0.224638999118166,1056.178909
"Atlanta","30 Pharmaceutical Products","North America",2022,4,"GA","Export",0.00643132716049383,30.565657
"Atlanta","30 Pharmaceutical Products","South/Central America",2022,4,"GA","Export",0.0583849206349206,181.581725
"Atlanta","31 Fertilizers","Africa",2022,4,"GA","Export",0.000551146384479718,0.11757
"Atlanta","31 Fertilizers","Asia",2022,4,"GA","Export",0.000235008818342152,0.017272
"Atlanta","31 Fertilizers","Europe",2022,4,"GA","Export",0.00653957231040564,0.129427
"Atlanta","31 Fertilizers","South/Central America",2022,4,"GA","Export",0.00165343915343915,0.045523
"Atlanta","32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks","Africa",2022,4,"GA","Export",0.00292746913580247,0.683698
"Atlanta","32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks","Asia",2022,4,"GA","Export",0.152248456790123,21.495685
"Atlanta","32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks","Australia and Oceania",2022,4,"GA","Export",0.000893077601410935,0.141858
"Atlanta","32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks","Europe",2022,4,"GA","Export",0.0984121472663139,26.119388
"Atlanta","32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks","North America",2022,4,"GA","Export",6.42636684303351e-05,0.085704
"Atlanta","32 Tanning & Dye Ext Etc; Dye, Paint, Putty Etc; Inks","South/Central America",2022,4,"GA","Export",0.0078070987654321,1.428616
"Atlanta","33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps","Africa",2022,4,"GA","Export",0.00462213403880071,3.409474
"Atlanta","33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps","Asia",2022,4,"GA","Export",0.193037367724868,49.059739
"Atlanta","33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps","Australia and Oceania",2022,4,"GA","Export",0.00331062610229277,1.222782
"Atlanta","33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps","Europe",2022,4,"GA","Export",0.13105787037037,40.700481
"Atlanta","33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps","North America",2022,4,"GA","Export",0.000123236331569665,0.035981
"Atlanta","33 Essential Oils Etc; Perfumery, Cosmetic Etc Preps","South/Central America",2022,4,"GA","Export",0.00476554232804233,1.372921
"Atlanta","34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","Africa",2022,4,"GA","Export",0.00453317901234568,0.306488
"Atlanta","34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","Asia",2022,4,"GA","Export",0.117719246031746,48.232261
"Atlanta","34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","Australia and Oceania",2022,4,"GA","Export",0.00101851851851852,0.592998
"Atlanta","34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","Europe",2022,4,"GA","Export",0.131753747795414,9.55351
"Atlanta","34 Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","South/Central America",2022,4,"GA","Export",0.00582572751322751,1.595249
"Atlanta","35 Albuminoidal Subst; Modified Starch; Glue; Enzymes","Africa",2022,4,"GA","Export",0.00823996913580247,1.56889
"Atlanta","35 Albuminoidal Subst; Modified Starch; Glue; Enzymes","Asia",2022,4,"GA","Export",0.0927674162257496,19.13467
"Atlanta","35 Albuminoidal Subst; Modified Starch; Glue; Enzymes","Australia and Oceania",2022,4,"GA","Export",0.000307098765432099,0.4723
"Atlanta","35 Albuminoidal Subst; Modified Starch; Glue; Enzymes","Europe",2022,4,"GA","Export",0.0622675264550265,5.318001
"Atlanta","35 Albuminoidal Subst; Modified Starch; Glue; Enzymes","North America",2022,4,"GA","Export",7.64991181657848e-05,0.013374
"Atlanta","35 Albuminoidal Subst; Modified Starch; Glue; Enzymes","South/Central America",2022,4,"GA","Export",0.00876730599647266,1.019653
"Atlanta","36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc","Africa",2022,4,"GA","Export",7.71604938271605e-07,0.011895
"Atlanta","36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc","Asia",2022,4,"GA","Export",0.00157760141093474,2.653235
"Atlanta","36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc","Australia and Oceania",2022,4,"GA","Export",3.19664902998236e-06,0.009135
"Atlanta","36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc","Europe",2022,4,"GA","Export",0.00341380070546737,4.470116
"Atlanta","36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc","North America",2022,4,"GA","Export",0.000378306878306878,0.021529
"Atlanta","36 Explosives; Pyrotechnics; Matches; Pyro Alloys Etc","South/Central America",2022,4,"GA","Export",0.000215608465608466,0.16732
"Atlanta","37 Photographic Or Cinematographic Goods","Africa",2022,4,"GA","Export",2.65652557319224e-05,0.002999
"Atlanta","37 Photographic Or Cinematographic Goods","Asia",2022,4,"GA","Export",0.00054728835978836,0.117182
"Atlanta","37 Photographic Or Cinematographic Goods","Australia and Oceania",2022,4,"GA","Export",7.77116402116402e-05,0.079329
"Atlanta","37 Photographic Or Cinematographic Goods","Europe",2022,4,"GA","Export",0.0106882716049383,1.398899
"Atlanta","37 Photographic Or Cinematographic Goods","South/Central America",2022,4,"GA","Export",0.000830136684303351,0.118039
"Atlanta","38 Miscellaneous Chemical Products","Africa",2022,4,"GA","Export",0.0834272486772487,40.46835
"Atlanta","38 Miscellaneous Chemical Products","Asia",2022,4,"GA","Export",0.621791115520282,268.656257
"Atlanta","38 Miscellaneous Chemical Products","Australia and Oceania",2022,4,"GA","Export",0.012763778659612,11.214132
"Atlanta","38 Miscellaneous Chemical Products","Europe",2022,4,"GA","Export",0.305885251322751,155.065637
"Atlanta","38 Miscellaneous Chemical Products","North America",2022,4,"GA","Export",0.00283641975308642,2.70313
"Atlanta","38 Miscellaneous Chemical Products","South/Central America",2022,4,"GA","Export",0.0282053571428571,14.377996
"Atlanta","39 Plastics And Articles Thereof","Africa",2022,4,"GA","Export",0.0225962301587302,5.928583
"Atlanta","39 Plastics And Articles Thereof","Asia",2022,4,"GA","Export",0.857891534391534,251.127258
"Atlanta","39 Plastics And Articles Thereof","Australia and Oceania",2022,4,"GA","Export",0.00797343474426808,1.434935
"Atlanta","39 Plastics And Articles Thereof","Europe",2022,4,"GA","Export",1.08615542328042,190.579265
"Atlanta","39 Plastics And Articles Thereof","North America",2022,4,"GA","Export",0.00205511463844797,0.51644
"Atlanta","39 Plastics And Articles Thereof","South/Central America",2022,4,"GA","Export",0.0204360670194004,10.499641
"Atlanta","40 Rubber And Articles Thereof","Africa",2022,4,"GA","Export",0.0104731040564374,4.188347
"Atlanta","40 Rubber And Articles Thereof","Asia",2022,4,"GA","Export",0.189763999118166,34.473796
"Atlanta","40 Rubber And Articles Thereof","Australia and Oceania",2022,4,"GA","Export",0.000894400352733686,0.27678
"Atlanta","40 Rubber And Articles Thereof","Europe",2022,4,"GA","Export",0.216655423280423,32.861708
"Atlanta","40 Rubber And Articles Thereof","North America",2022,4,"GA","Export",0.000392085537918871,0.250018
"Atlanta","40 Rubber And Articles Thereof","South/Central America",2022,4,"GA","Export",0.0331001984126984,2.483297
"Atlanta","41 Raw Hides And Skins (no Furskins) And Leather","Africa",2022,4,"GA","Export",3.41710758377425e-06,0.004547
"Atlanta","41 Raw Hides And Skins (no Furskins) And Leather","Asia",2022,4,"GA","Export",0.00186155202821869,0.517359
"Atlanta","41 Raw Hides And Skins (no Furskins) And Leather","Europe",2022,4,"GA","Export",0.0153472222222222,18.2729
"Atlanta","42 Leather Art; Saddlery Etc; Handbags Etc; Gut Art","Africa",2022,4,"GA","Export",0.000399250440917108,0.205478
"Atlanta","42 Leather Art; Saddlery Etc; Handbags Etc; Gut Art","Asia",2022,4,"GA","Export",0.00669168871252205,7.150287
"Atlanta","42 Leather Art; Saddlery Etc; Handbags Etc; Gut Art","Australia and Oceania",2022,4,"GA","Export",0.000124118165784832,0.052323
"Atlanta","42 Leather Art; Saddlery Etc; Handbags Etc; Gut Art","Europe",2022,4,"GA","Export",0.0101541005291005,4.702205
"Atlanta","42 Leather Art; Saddlery Etc; Handbags Etc; Gut Art","North America",2022,4,"GA","Export",0.000217702821869489,0.031241
"Atlanta","42 Leather Art; Saddlery Etc; Handbags Etc; Gut Art","South/Central America",2022,4,"GA","Export",9.75529100529101e-05,0.054317
"Atlanta","43 Furskins And Artificial Fur; Manufactures Thereof","Asia",2022,4,"GA","Export",1.32275132275132e-06,0.003122
"Atlanta","44 Wood And Articles Of Wood; Wood Charcoal","Africa",2022,4,"GA","Export",0.00973941798941799,0.202246
"Atlanta","44 Wood And Articles Of Wood; Wood Charcoal","Asia",2022,4,"GA","Export",0.0201741622574956,1.129243
"Atlanta","44 Wood And Articles Of Wood; Wood Charcoal","Europe",2022,4,"GA","Export",0.136733134920635,5.746871
"Atlanta","44 Wood And Articles Of Wood; Wood Charcoal","North America",2022,4,"GA","Export",0.000109567901234568,0.015599
"Atlanta","44 Wood And Articles Of Wood; Wood Charcoal","South/Central America",2022,4,"GA","Export",0.000126653439153439,0.005906
"Atlanta","45 Cork And Articles Of Cork","Asia",2022,4,"GA","Export",0.000180776014109347,0.01472
"Atlanta","45 Cork And Articles Of Cork","Europe",2022,4,"GA","Export",1.46604938271605e-05,0.004966
"Atlanta","46 Mfr Of Straw, Esparto Etc.; Basketware & Wickerwrk","Europe",2022,4,"GA","Export",5.6657848324515e-05,0.018724
"Atlanta","47 Wood Pulp Etc; Recovd (waste & Scrap) ppr & pprbd","Africa",2022,4,"GA","Export",0.0043180114638448,0.014928
"Atlanta","47 Wood Pulp Etc; Recovd (waste & Scrap) ppr & pprbd","Asia",2022,4,"GA","Export",0.0184178791887125,0.165142
"Atlanta","47 Wood Pulp Etc; Recovd (waste & Scrap) ppr & pprbd","Europe",2022,4,"GA","Export",0.0525192901234568,1.052665
"Atlanta","47 Wood Pulp Etc; Recovd (waste & Scrap) ppr & pprbd","South/Central America",2022,4,"GA","Export",0.011031746031746,0.14865
"Atlanta","48 Paper & Paperboard & Articles (inc Papr Pulp Artl)","Africa",2022,4,"GA","Export",0.00230643738977072,0.117757
"Atlanta","48 Paper & Paperboard & Articles (inc Papr Pulp Artl)","Asia",2022,4,"GA","Export",0.0560771604938272,3.47613
"Atlanta","48 Paper & Paperboard & Articles (inc Papr Pulp Artl)","Australia and Oceania",2022,4,"GA","Export",0.00197078924162257,0.132858
"Atlanta","48 Paper & Paperboard & Articles (inc Papr Pulp Artl)","Europe",2022,4,"GA","Export",0.0824916225749559,4.848802
"Atlanta","48 Paper & Paperboard & Articles (inc Papr Pulp Artl)","North America",2022,4,"GA","Export",0.000426256613756614,0.078407
"Atlanta","48 Paper & Paperboard & Articles (inc Papr Pulp Artl)","South/Central America",2022,4,"GA","Export",0.00207032627865961,0.12906
"Atlanta","49 Printed Books, Newspapers Etc; Manuscripts Etc","Africa",2022,4,"GA","Export",0.0209615299823633,2.868217
"Atlanta","49 Printed Books, Newspapers Etc; Manuscripts Etc","Asia",2022,4,"GA","Export",0.0178712522045855,6.30612
"Atlanta","49 Printed Books, Newspapers Etc; Manuscripts Etc","Australia and Oceania",2022,4,"GA","Export",0.00026984126984127,0.137877
"Atlanta","49 Printed Books, Newspapers Etc; Manuscripts Etc","Europe",2022,4,"GA","Export",0.136598985890653,24.838672
"Atlanta","49 Printed Books, Newspapers Etc; Manuscripts Etc","North America",2022,4,"GA","Export",0.00034810405643739,0.037694
"Atlanta","49 Printed Books, Newspapers Etc; Manuscripts Etc","South/Central America",2022,4,"GA","Export",0.000136463844797178,0.066747
"Atlanta","50 Silk, Including Yarns And Woven Fabric Thereof","Asia",2022,4,"GA","Export",0.00039781746031746,0.160517
"Atlanta","50 Silk, Including Yarns And Woven Fabric Thereof","Europe",2022,4,"GA","Export",6.61375661375661e-07,0.002529
"Atlanta","51 Wool & Animal Hair, Including Yarn & Woven Fabric","Asia",2022,4,"GA","Export",0.00133465608465608,0.404527
"Atlanta","51 Wool & Animal Hair, Including Yarn & Woven Fabric","Europe",2022,4,"GA","Export",0.00551840828924162,0.525777
"Atlanta","52 Cotton, Including Yarn And Woven Fabric Thereof","Africa",2022,4,"GA","Export",5.36816578483245e-05,0.009945
